species,common name,lng,lat,date,method,Coupe Number,Coupe Name
Petauroides volans,Greater Glider,145.94484,-37.79387,11/4/17,Active,462-507-0008,Estate
Petauroides volans,Greater Glider,145.94535,-37.7941,11/4/17,Active,462-507-0008,Estate
Petauroides volans,Greater Glider,145.94545,-37.79431,11/4/17,Active,462-507-0008,Estate
Petauroides volans,Greater Glider,145.94612,-37.79512,11/4/17,Active,462-507-0008,Estate
Petauroides volans,Greater Glider,145.94724,-37.79635,11/4/17,Active,462-507-0008,Estate
Petauroides volans,Greater Glider,145.95072,-37.79791,11/4/17,Active,462-507-0008,Estate
Petauroides volans,Greater Glider,145.93505,-37.77068,11/3/17,Active,462-506-0016,Antarctic
Petauroides volans,Greater Glider,145.94244,-37.80262,6/7/17,Active,462-507-0009,Jakop
Petauroides volans,Greater Glider,145.94318,-37.8025,6/7/17,Active,462-507-0009,Jakop
Petauroides volans,Greater Glider,145.94438,-37.80322,6/7/17,Active,462-507-0009,Jakop
Petauroides volans,Greater Glider,145.63161,-37.55993,26/9/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63251,-37.55953,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63254,-37.55953,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63391,-37.55901,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63674,-37.56022,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63448,-37.561,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63277,-37.56113,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63284,-37.56119,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63149,-37.56083,26/6/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.6343,-37.55817,22/7/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.63446,-37.55837,22/7/17,Active,307-505-0012,Kings
Petauroides volans,Greater Glider,145.52802,-37.42977,27/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.52544,-37.42926,27/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.52498,-37.42975,27/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.5248,-37.42866,27/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.52502,-37.42427,27/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.5244,-37.42739,10/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.52404,-37.42572,10/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.52361,-37.42571,10/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.5252,-37.42998,10/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.52523,-37.42994,10/8/17,Active,298-516-0001,Glenview
Petauroides volans,Greater Glider,145.62605,-37.54461,18/8/17,Active,307-505-0011,Guitar Solo
Petauroides volans,Greater Glider,145.62484,-37.54572,18/8/17,Active,307-505-0011,Guitar Solo
Petauroides volans,Greater Glider,145.62563,-37.5468,18/8/17,Active,307-505-0011,Guitar Solo
Petauroides volans,Greater Glider,145.62459,-37.54769,18/8/17,Active,307-505-0011,Guitar Solo
Petauroides volans,Greater Glider,145.62122,-37.54729,19/8/17,Active,307-505-0011,Guitar Solo
Petauroides volans,Greater Glider,145.62446,-37.54925,14/9/17,Active,307-505-0011,Guitar Solo
Petauroides volans,Greater Glider,145.62437,-37.55002,14/9/17,Active,307-505-0011,Guitar Solo
Petauroides volans,Greater Glider,145.9843,-37.78637,7/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98429,-37.78633,7/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98312,-37.78616,7/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98696,-37.78294,7/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98388,-37.78449,7/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98478,-37.78458,7/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98582,-37.78524,8/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98652,-37.78535,8/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98756,-37.78491,8/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98761,-37.78493,8/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.98867,-37.78447,8/10/17,Active,462-504-0009,Epiphanie
Petauroides volans,Greater Glider,145.95875,-37.46946,6/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95876,-37.46881,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95857,-37.46827,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95718,-37.46797,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95665,-37.4671,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95608,-37.46675,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95605,-37.46764,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95652,-37.46833,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95706,-37.47026,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95631,-37.47037,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95558,-37.46866,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95347,-37.46909,7/11/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95661,-37.46996,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95848,-37.46842,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95847,-37.4684,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95684,-37.46705,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95684,-37.46705,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95755,-37.46746,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95758,-37.46782,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.95644,-37.4704,2/6/17,Active,312-002-0006,Farm Gum Spur
Petauroides volans,Greater Glider,145.54662,-37.45575,9/11/17,Active,298-519-0005,Saddle Up
Petauroides volans,Greater Glider,145.5459,-37.45585,9/11/17,Active,298-519-0005,Saddle Up
Petauroides volans,Greater Glider,145.54687,-37.45447,9/11/17,Active,298-519-0005,Saddle Up
Petauroides volans,Greater Glider,145.54673,-37.45478,9/11/17,Active,298-519-0005,Saddle Up
Petauroides volans,Greater Glider,145.54565,-37.45374,9/11/17,Active,298-519-0005,Saddle Up
Petauroides volans,Greater Glider,146.03066,-37.80469,16/11/17,Active,462-502-0001,Big Ted
Petauroides volans,Greater Glider,146.03198,-37.80514,16/11/17,Active,462-502-0001,Big Ted
Petauroides volans,Greater Glider,146.03594,-37.80611,16/11/17,Active,462-502-0001,Big Ted
Petauroides volans,Greater Glider,146.03591,-37.80613,16/11/17,Active,462-502-0001,Big Ted
Petauroides volans,Greater Glider,146.03858,-37.80492,16/11/17,Active,462-502-0001,Big Ted
Petauroides volans,Greater Glider,146.03812,-37.80797,16/11/17,Active,462-502-0001,Big Ted
Petauroides volans,Greater Glider,146.03812,-37.80797,16/11/17,Active,462-502-0001,Big Ted
Petauroides volans,Greater Glider,145.75182,-37.87745,20/12/17,Active,347-515-0012,Upper Learmonths
Petauroides volans,Greater Glider,145.96903,-37.42311,25/12/17,Active,290-525-0002,Vice Captain
Petauroides volans,Greater Glider,145.96732,-37.42692,30/12/17,Active,290-525-0002,Vice Captain
Petauroides volans,Greater Glider,145.96958,-37.42635,30/12/17,Active,290-525-0002,Vice Captain
Petauroides volans,Greater Glider,145.96958,-37.42635,30/12/17,Active,290-525-0002,Vice Captain
Petauroides volans,Greater Glider,145.97427,-37.40712,17/12/17,Active,290-527-0004,Cambarwell Junction
Petauroides volans,Greater Glider,145.9711,-37.40691,17/12/17,Active,290-527-0004,Cambarwell Junction
Petauroides volans,Greater Glider,145.97221,-37.40951,24/12/17,Active,290-527-0004,Cambarwell Junction
Petauroides volans,Greater Glider,145.93748,-37.52631,6/1/18,Active,312-510-0009,Lovers Lane
Petauroides volans,Greater Glider,145.93765,-37.52925,6/1/18,Active,312-510-0009,Lovers Lane
Petauroides volans,Greater Glider,145.93343,-37.53269,14/1/17,Active,312-510-0007,Bromance
Petauroides volans,Greater Glider,145.93312,-37.5321,14/1/17,Active,312-510-0007,Bromance
Petauroides volans,Greater Glider,145.93281,-37.53166,14/1/17,Active,312-510-0007,Bromance
Petauroides volans,Greater Glider,145.93281,-37.53166,14/1/17,Active,312-510-0007,Bromance
Petauroides volans,Greater Glider,145.9329,-37.52792,14/1/17,Active,312-510-0007,Bromance
Petauroides volans,Greater Glider,145.93678,-37.52944,14/1/17,Active,312-510-0007,Bromance
Petauroides volans,Greater Glider,145.52879,-37.43237,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52845,-37.43217,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52845,-37.43217,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.5299,-37.43261,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52929,-37.43564,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52929,-37.43564,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52894,-37.43587,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52897,-37.4366,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52887,-37.43725,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.5278,-37.43742,27/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52789,-37.43626,28/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52815,-37.43531,28/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52742,-37.43487,28/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52684,-37.43297,28/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52693,-37.43185,28/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52967,-37.43312,28/12/17,Active,298-516-0002,No name
Petauroides volans,Greater Glider,145.52949,-37.435,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52961,-37.43562,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52964,-37.43563,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52947,-37.43831,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52842,-37.44098,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52695,-37.44131,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52695,-37.44131,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52773,-37.44299,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52773,-37.44299,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52616,-37.44174,28/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.5252,-37.43908,29/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52544,-37.43881,29/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.52601,-37.43754,29/12/17,Active,298-516-0003,No name
Petauroides volans,Greater Glider,145.69256,-37.5868,10/6/17,Active,309-507-0007,White House
Petauroides volans,Greater Glider,145.69268,-37.588,10/6/17,Active,309-507-0007,White House
Petauroides volans,Greater Glider,145.69345,-37.58922,10/6/17,Active,309-507-0007,White House
Petauroides volans,Greater Glider,145.69347,-37.58923,10/6/17,Active,309-507-0007,White House
Petauroides volans,Greater Glider,145.69295,-37.59002,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69295,-37.59002,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69239,-37.59284,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69239,-37.59284,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69104,-37.59184,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69101,-37.59255,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69129,-37.59373,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69015,-37.59311,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.69015,-37.59311,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.68901,-37.5905,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.68901,-37.5905,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.68842,-37.59044,4/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.6883,-37.59092,5/6/17,Active,309-507-0001,Mount Blanc
Petauroides volans,Greater Glider,145.68834,-37.59092,5/6/17,Active,309-507-0003,Kenya
Petauroides volans,Greater Glider,145.68834,-37.59092,5/6/17,Active,309-507-0003,Kenya
Petauroides volans,Greater Glider,145.68603,-37.58994,5/6/17,Active,309-507-0003,Kenya
Petauroides volans,Greater Glider,145.68613,-37.58916,5/6/17,Active,309-507-0003,Kenya
Petauroides volans,Greater Glider,145.69176,-37.58444,5/6/17,Active,309-507-0003,Kenya
Petauroides volans,Greater Glider,145.68603,-37.58994,5/6/17,Active,309-507-0003,Kenya
Petauroides volans,Greater Glider,145.68629,-37.59044,5/6/17,Active,309-507-0003,Kenya