lat,lng,UNIQUE_ID,RECORD_ID,STATUS,SOURCE,STARTDATE,SRC_GROUP,LBP_USAGE,LBPBUFF_ID,RECORDTYPE,Survey Method,common.name,species
-37.50869013,145.50565,348,6917586,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/4/15,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",TT176.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.51758205,145.5055441,510,8220605,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),4/18/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",TT285.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.52375013,145.5091167,518,8220606,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/15/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",TT293.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.5496016,145.57081,546,8436747,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),6/28/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT102.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.49615455,145.5398165,557,8436748,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),6/28/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT202.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.49528155,145.5421072,558,8436749,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/9/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT202.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.49895013,145.5378834,559,8436750,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/18/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT202.4,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.50333347,145.4683333,560,8436751,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/21/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT312.1,New (verified) record post-February 2014,Stagwatching,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82693346,145.7771667,561,8436752,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/27/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT30.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.51350009,145.5065671,566,8436753,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT314.1,New (verified) record post-February 2014,Stagwatching,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81828313,145.78115,567,8436754,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/2/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT315.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.8197331,145.7560501,568,8436755,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/4/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT316.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81861715,145.758783,569,8436756,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/4/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT316.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.38808312,145.8949,570,8436757,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/6/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT317.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.38555011,145.894633,571,8436758,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT317.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.3906671,145.9228171,573,8436760,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.39193309,145.924417,574,8436761,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.3920671,145.927233,575,8436762,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.4,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.3856501,145.92045,585,8436772,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.6,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.38750009,145.921367,586,8436773,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.5,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80430012,145.8024831,577,8436764,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/16/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT318.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80691712,145.7963,578,8436765,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/16/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT38.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78705017,145.8612501,579,8436766,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/16/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT319.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.7851501,145.859183,580,8436767,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/16/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT319.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78361715,145.8578,581,8436768,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/16/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT319.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.48265014,145.525783,582,8436769,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/17/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT320.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.4835001,145.520733,583,8436770,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/17/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT321.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81460009,145.789267,584,8436771,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/20/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT322.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.84385011,145.89125,589,8436776,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT323.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.84455012,145.887017,590,8436777,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT323.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.84520016,145.883717,591,8436778,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT323.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.85530017,145.891417,592,8436779,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT324.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.85538308,145.8949831,593,8436780,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT324.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.85691713,145.8991,594,8436781,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT325.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.85908313,145.90095,595,8436782,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT325.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.54383315,145.513783,596,8436783,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/2/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT326.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.87486715,145.9164671,597,8436784,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/5/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT327.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.86755013,145.923633,598,8436785,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/5/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT328.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.86571714,145.923417,599,8436786,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/5/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT328.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.86330011,145.905733,603,8436790,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/7/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT331.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.87265008,145.91615,604,8436791,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/7/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT327.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82596714,145.75975,605,8436792,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/7/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT332.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.91118314,145.730333,615,8436793,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/15/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT337.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82443315,145.934083,616,8436794,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/15/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT338.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82460009,145.937667,617,8436795,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/15/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT338.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.8261501,145.9417,618,8436796,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/15/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT338.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80118317,145.766533,619,8436797,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT339.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80436714,145.767667,620,8436798,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT339.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80425011,145.77025,621,8436799,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT339.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80401711,145.772667,622,8436800,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT339.4,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81058313,145.782917,623,8436801,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT340.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80981711,145.7803,624,8436802,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT340.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81290015,145.787483,625,8436803,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT322.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.84261712,145.895483,626,8436804,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/27/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT323.4,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81088309,145.856833,627,8436805,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/28/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT341.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80748317,145.86665,628,8436806,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/28/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT41.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.80101711,145.87575,629,8436807,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),9/29/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT342.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.50108315,145.5353171,630,8436808,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/1/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT202.5,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.53953309,145.5132,631,8436809,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/1/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT343.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.52268316,145.511233,632,8436810,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/5/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT293.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.91391713,145.852333,633,8491848,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/18/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT344.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.91350016,145.8306501,634,8491849,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/18/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT6.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.90656715,145.818567,635,8491850,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/18/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT198.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.9088001,145.726933,636,8491851,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/18/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT337.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81821717,145.761,637,8491852,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT316.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82498316,145.762133,638,8491853,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT332.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.8259331,145.765233,639,8491854,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT332.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82518314,145.767417,640,8491855,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),10/19/16,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT332.4,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
